-5.305894, 204.549774, 87.703133
-9.929565, 247.675415, 89.816345
-9.929565, 231.969269, 89.816345
-9.929565, 217.223190, 89.816345
-9.929565, 202.041992, 89.816345
-9.929565, 186.721832, 89.040123
-9.929565, 177.384583, 78.574730
-9.929565, 181.383194, 65.227982
-9.929565, 194.848618, 61.597305
-9.929565, 205.192780, 71.692596
-9.929565, 201.801071, 85.314659
-9.929565, 188.444244, 89.505219
-9.929565, 174.145493, 87.098389
-9.929565, 159.523209, 87.429756
-9.929565, 144.825989, 87.762825
-9.929565, 129.798798, 88.103363
-9.929565, 115.116684, 88.436104
-9.929565, 100.479599, 88.767838
-9.929565, 85.115456, 90.773018
-9.929565, 77.764465, 102.901283
-9.929565, 84.309898, 115.491394
-10.018403, 98.033768, 120.266960
-13.886941, 112.644829, 122.871925
-17.803949, 126.768829, 125.443611
-21.576654, 141.139069, 125.938065
-25.052839, 155.213806, 124.120560
-28.494589, 169.188019, 121.181511
-32.012756, 183.466644, 118.807327
-35.169159, 196.273987, 123.220200
-35.936455, 199.387329, 136.833557
-29.989933, 192.056473, 147.596252
-17.313923, 192.249161, 153.864441
-3.759997, 195.813263, 157.323151
10.037631, 197.917633, 153.067764
24.147369, 200.025101, 148.193100
37.821850, 202.067596, 143.468811
52.273281, 204.227234, 142.434113
61.809750, 205.653748, 152.986267
70.568741, 201.116379, 163.204620
76.452927, 188.726440, 166.051727
79.484184, 174.250153, 165.093628
82.475594, 159.964325, 164.148148
85.805710, 144.061050, 163.095734
89.997711, 124.042015, 161.753616
93.912552, 105.359993, 153.267685
97.288864, 89.251503, 141.049988
100.723976, 72.862495, 128.619446
106.194016, 59.131729, 119.899399
119.426178, 59.118736, 121.010963
128.221466, 70.277451, 124.551140
